Label,label,S-centroid var,S-entropy mean,BER mean,S-bandwidth mean,S-flatness mean,AE mean,RMSE mean,S-centroid mean,S-flux mean
Keyhole pores,2,287550.828892357,0.4861512,0.6361582,4268.60957197064,0.0026509752,0.1534315,0.06521357,4035.6239249898094,0.0020803078
Keyhole pores,2,362781.4845105255,0.5403287,0.57353574,4273.486842210547,0.005547232,0.15406607,0.05376267,3870.1645492179523,0.0014621594
Keyhole pores,2,353158.8547334918,0.4159812,0.5730497,3894.1894207001824,0.0037768004,0.23218194,0.07279482,3265.863950385949,0.0017070436
Keyhole pores,2,717346.096941907,0.4873096,0.54803526,3814.0662957333434,0.0030040867,0.22899303,0.07574528,3391.120462600674,0.002127193
Keyhole pores,2,307734.637511432,0.71622777,0.46076277,4225.290225502722,0.005146085,0.15692315,0.062804215,4281.293205224027,0.002143578
Keyhole pores,2,197488.95648814944,0.63430405,0.4818017,4224.6247148784405,0.0062268246,0.16712514,0.05204816,3952.305086202803,0.0015970687
Keyhole pores,2,156094.48366353908,0.6166545,0.5196553,4356.6613815179535,0.006197947,0.132333,0.04388128,4093.9403129519123,0.0018201772
Keyhole pores,2,509383.46196901,0.7541394,0.5255557,4290.508618877097,0.0045406623,0.14680745,0.05708612,4581.227255763207,0.0024156529
Keyhole pores,2,324064.13063287514,0.5942661,0.5652717,4267.576566884859,0.003391479,0.15835255,0.061498854,4232.429412262894,0.0018650873
Keyhole pores,2,310797.63068353,0.48326612,0.57652706,4123.34183204444,0.0053125587,0.20909627,0.05914432,3570.2440568746306,0.0015539653
Keyhole pores,2,328494.0054478407,0.71907884,0.47154215,4233.0458706527,0.005877129,0.16889586,0.05412125,4106.459521944557,0.0014314628
Keyhole pores,2,381365.80829088925,0.6091508,0.5245332,4176.139147466657,0.0031952348,0.19417037,0.07082484,4154.03778024907,0.0017575129
Keyhole pores,2,192229.1832137831,0.7193068,0.479853,4236.83583010927,0.004708226,0.15990089,0.06523703,4343.45226965799,0.0024063548
Keyhole pores,2,164387.09758353487,0.96802115,0.41381213,4374.95060132341,0.008159071,0.114128724,0.039625816,4607.997551863923,0.0015691654
Keyhole pores,2,159137.3235835808,0.58087116,0.55148107,4299.14421942951,0.004971857,0.1385042,0.04607012,4024.043384482846,0.001945901
Keyhole pores,2,303033.2754782318,0.5414448,0.6430635,4190.599879969647,0.0028524143,0.19182964,0.073601566,4002.367735527897,0.0020196617
Keyhole pores,2,171492.63705033666,0.56926894,0.5851526,4291.753630285609,0.0027112195,0.1658027,0.064228706,4255.9172098880335,0.001993648
Keyhole pores,2,199806.06399240714,0.6679494,0.523322,4261.186141585697,0.005486225,0.15516014,0.05084851,3997.708587435611,0.0013070407
Keyhole pores,2,336406.0995763072,0.86168313,0.45111772,4302.628776373983,0.0066014808,0.16015063,0.050224394,4407.190809789713,0.0014387157
Keyhole pores,2,337461.25359056325,0.81207466,0.45780602,4259.25903579098,0.0051404,0.16333324,0.059535433,4556.306298989533,0.0019027302
Keyhole pores,2,232401.29115224577,0.7056636,0.49763927,4135.036993530689,0.004644922,0.18489338,0.06903147,4042.724963996576,0.0023909726
Keyhole pores,2,244219.85654384378,0.6081759,0.48602808,3983.638790845522,0.0045364313,0.22643903,0.067114145,3603.6090674599554,0.0015315242
Keyhole pores,2,371558.0332536755,0.58278596,0.5333901,4248.347737375082,0.0046996064,0.16841108,0.05711581,4014.4606988850555,0.0017175168
Keyhole pores,2,291172.84362643166,0.6598897,0.57929283,4271.9331060031145,0.0035972602,0.15998086,0.06785851,4426.986751226343,0.0025331397
Keyhole pores,2,385475.102976784,0.49730074,0.6684746,4108.136611074065,0.0021824134,0.20969364,0.07809543,3805.949338966397,0.0023695382
Keyhole pores,2,257582.3748662309,0.5405945,0.5796191,4073.0084703945563,0.004295428,0.2160585,0.06516278,3589.6034923703974,0.0016359651
Keyhole pores,2,304596.16465690127,0.7115296,0.48783103,4255.304359601537,0.0043655573,0.1646227,0.05696504,4294.185181585044,0.0016760988
Keyhole pores,2,333260.7990482949,0.54669714,0.5722461,4146.706309279952,0.0032150554,0.19271535,0.07324211,3968.601708319779,0.002433807
Keyhole pores,2,279251.5469177902,0.741743,0.47706258,4050.178172276271,0.0038019686,0.19008382,0.066495426,4041.696656716188,0.002132747
Keyhole pores,2,350399.292546472,0.68654025,0.50841844,4151.162866130714,0.0043336446,0.20049383,0.06143644,3988.077859575422,0.0016847014
Keyhole pores,2,233308.65625390294,0.86637163,0.47392273,4353.427332834398,0.0057176463,0.12196648,0.042522382,4528.102508767043,0.0017387106
Keyhole pores,2,240605.23055852187,0.7243272,0.5560509,4252.091881312395,0.0036108303,0.1571073,0.06497747,4442.142917228758,0.0022699954
Keyhole pores,2,470883.6597565089,0.5419832,0.62894315,4114.247628245506,0.002548891,0.2050455,0.07343967,3914.4995144065797,0.0023069263
Keyhole pores,2,346980.63839769404,0.43304178,0.6454755,3920.0207701821973,0.0033752143,0.25165883,0.07587156,3302.7268787456087,0.0017608916
Keyhole pores,2,91809.3581217353,0.38712737,0.62284064,3635.9336963707433,0.0025382533,0.27557445,0.08885194,2907.2590693661505,0.001651891
Keyhole pores,2,813845.5128900699,0.5083274,0.6043155,3897.480821676935,0.0021595375,0.2513554,0.089582935,3572.8262180792676,0.0018457655
Keyhole pores,2,347826.31917888974,0.7618116,0.48678592,4110.982635501288,0.0036447058,0.17809883,0.06885439,4138.6724416369325,0.0019384795
Keyhole pores,2,170921.4695896134,1.0176969,0.40654254,4191.104508758623,0.0052995365,0.14097859,0.043929547,4484.840339850829,0.0014128073
Keyhole pores,2,154467.29989767235,0.826512,0.4869235,4313.015746734163,0.0044586835,0.12224395,0.044825602,4505.934730187203,0.0017331268
Keyhole pores,2,304062.0067137848,0.7082385,0.59467673,4218.326892367992,0.0031579835,0.15909831,0.066012226,4393.170253742447,0.002432457
Keyhole pores,2,352336.70374592266,0.5781417,0.5979378,4103.5024908520045,0.002452412,0.17518844,0.069381006,3974.250420403446,0.0020355461
Keyhole pores,2,362738.1571246609,0.52884763,0.57236856,3943.6018936482947,0.0035941005,0.2463898,0.073536925,3475.7580997606883,0.0016398364
